sticker_id,team_code,country,sticker_number,owned
RSA01,RSA,África do Sul,1,True
RSA02,RSA,África do Sul,2,True
RSA03,RSA,África do Sul,3,True
RSA04,RSA,África do Sul,4,True
RSA05,RSA,África do Sul,5,True
RSA06,RSA,África do Sul,6,True
RSA07,RSA,África do Sul,7,False
RSA08,RSA,África do Sul,8,True
RSA09,RSA,África do Sul,9,True
RSA10,RSA,África do Sul,10,True
RSA11,RSA,África do Sul,11,True
RSA12,RSA,África do Sul,12,False
RSA13,RSA,África do Sul,13,True
RSA14,RSA,África do Sul,14,True
RSA15,RSA,África do Sul,15,False
RSA16,RSA,África do Sul,16,False
RSA17,RSA,África do Sul,17,False
RSA18,RSA,África do Sul,18,True
RSA19,RSA,África do Sul,19,True
RSA20,RSA,África do Sul,20,True
SCO01,SCO,Escócia,1,False
SCO02,SCO,Escócia,2,True
SCO03,SCO,Escócia,3,True
SCO04,SCO,Escócia,4,True
SCO05,SCO,Escócia,5,True
SCO06,SCO,Escócia,6,True
SCO07,SCO,Escócia,7,True
SCO08,SCO,Escócia,8,False
SCO09,SCO,Escócia,9,True
SCO10,SCO,Escócia,10,True
SCO11,SCO,Escócia,11,True
SCO12,SCO,Escócia,12,False
SCO13,SCO,Escócia,13,True
SCO14,SCO,Escócia,14,True
SCO15,SCO,Escócia,15,True
SCO16,SCO,Escócia,16,True
SCO17,SCO,Escócia,17,False
SCO18,SCO,Escócia,18,True
SCO19,SCO,Escócia,19,True
SCO20,SCO,Escócia,20,True
SEN01,SEN,Senegal,1,False
SEN02,SEN,Senegal,2,True
SEN03,SEN,Senegal,3,True
SEN04,SEN,Senegal,4,True
SEN05,SEN,Senegal,5,True
SEN06,SEN,Senegal,6,True
SEN07,SEN,Senegal,7,True
SEN08,SEN,Senegal,8,True
SEN09,SEN,Senegal,9,True
SEN10,SEN,Senegal,10,False
SEN11,SEN,Senegal,11,False
SEN12,SEN,Senegal,12,True
SEN13,SEN,Senegal,13,True
SEN14,SEN,Senegal,14,False
SEN15,SEN,Senegal,15,True
SEN16,SEN,Senegal,16,True
SEN17,SEN,Senegal,17,True
SEN18,SEN,Senegal,18,True
SEN19,SEN,Senegal,19,True
SEN20,SEN,Senegal,20,True
SUI01,SUI,Suíça,1,True
SUI02,SUI,Suíça,2,True
SUI03,SUI,Suíça,3,False
SUI04,SUI,Suíça,4,False
SUI05,SUI,Suíça,5,False
SUI06,SUI,Suíça,6,True
SUI07,SUI,Suíça,7,False
SUI08,SUI,Suíça,8,True
SUI09,SUI,Suíça,9,False
SUI10,SUI,Suíça,10,False
SUI11,SUI,Suíça,11,True
SUI12,SUI,Suíça,12,True
SUI13,SUI,Suíça,13,True
SUI14,SUI,Suíça,14,True
SUI15,SUI,Suíça,15,False
SUI16,SUI,Suíça,16,True
SUI17,SUI,Suíça,17,False
SUI18,SUI,Suíça,18,True
SUI19,SUI,Suíça,19,False
SUI20,SUI,Suíça,20,True
SWE01,SWE,Suécia,1,True
SWE02,SWE,Suécia,2,True
SWE03,SWE,Suécia,3,True
SWE04,SWE,Suécia,4,True
SWE05,SWE,Suécia,5,True
SWE06,SWE,Suécia,6,True
SWE07,SWE,Suécia,7,True
SWE08,SWE,Suécia,8,False
SWE09,SWE,Suécia,9,True
SWE10,SWE,Suécia,10,True
SWE11,SWE,Suécia,11,False
SWE12,SWE,Suécia,12,False
SWE13,SWE,Suécia,13,False
SWE14,SWE,Suécia,14,True
SWE15,SWE,Suécia,15,True
SWE16,SWE,Suécia,16,False
SWE17,SWE,Suécia,17,True
SWE18,SWE,Suécia,18,False
SWE19,SWE,Suécia,19,False
SWE20,SWE,Suécia,20,True
TUN01,TUN,Tunísia,1,True
TUN02,TUN,Tunísia,2,False
TUN03,TUN,Tunísia,3,True
TUN04,TUN,Tunísia,4,False
TUN05,TUN,Tunísia,5,True
TUN06,TUN,Tunísia,6,False
TUN07,TUN,Tunísia,7,False
TUN08,TUN,Tunísia,8,False
TUN09,TUN,Tunísia,9,True
TUN10,TUN,Tunísia,10,True
TUN11,TUN,Tunísia,11,True
TUN12,TUN,Tunísia,12,True
TUN13,TUN,Tunísia,13,True
TUN14,TUN,Tunísia,14,True
TUN15,TUN,Tunísia,15,True
TUN16,TUN,Tunísia,16,True
TUN17,TUN,Tunísia,17,True
TUN18,TUN,Tunísia,18,True
TUN19,TUN,Tunísia,19,True
TUN20,TUN,Tunísia,20,False
TUR01,TUR,Turquia,1,False
TUR02,TUR,Turquia,2,False
TUR03,TUR,Turquia,3,False
TUR04,TUR,Turquia,4,False
TUR05,TUR,Turquia,5,False
TUR06,TUR,Turquia,6,True
TUR07,TUR,Turquia,7,False
TUR08,TUR,Turquia,8,True
TUR09,TUR,Turquia,9,False
TUR10,TUR,Turquia,10,True
TUR11,TUR,Turquia,11,True
TUR12,TUR,Turquia,12,True
TUR13,TUR,Turquia,13,True
TUR14,TUR,Turquia,14,True
TUR15,TUR,Turquia,15,True
TUR16,TUR,Turquia,16,True
TUR17,TUR,Turquia,17,True
TUR18,TUR,Turquia,18,True
TUR19,TUR,Turquia,19,False
TUR20,TUR,Turquia,20,False
URU01,URU,Uruguai,1,True
URU02,URU,Uruguai,2,True
URU03,URU,Uruguai,3,True
URU04,URU,Uruguai,4,True
URU05,URU,Uruguai,5,False
URU06,URU,Uruguai,6,True
URU07,URU,Uruguai,7,True
URU08,URU,Uruguai,8,True
URU09,URU,Uruguai,9,True
URU10,URU,Uruguai,10,True
URU11,URU,Uruguai,11,True
URU12,URU,Uruguai,12,True
URU13,URU,Uruguai,13,True
URU14,URU,Uruguai,14,False
URU15,URU,Uruguai,15,True
URU16,URU,Uruguai,16,True
URU17,URU,Uruguai,17,False
URU18,URU,Uruguai,18,True
URU19,URU,Uruguai,19,True
URU20,URU,Uruguai,20,True
USA01,USA,Estados Unidos,1,False
USA02,USA,Estados Unidos,2,False
USA03,USA,Estados Unidos,3,False
USA04,USA,Estados Unidos,4,False
USA05,USA,Estados Unidos,5,False
USA06,USA,Estados Unidos,6,True
USA07,USA,Estados Unidos,7,False
USA08,USA,Estados Unidos,8,False
USA09,USA,Estados Unidos,9,False
USA10,USA,Estados Unidos,10,True
USA11,USA,Estados Unidos,11,False
USA12,USA,Estados Unidos,12,False
USA13,USA,Estados Unidos,13,True
USA14,USA,Estados Unidos,14,False
USA15,USA,Estados Unidos,15,False
USA16,USA,Estados Unidos,16,True
USA17,USA,Estados Unidos,17,True
USA18,USA,Estados Unidos,18,True
USA19,USA,Estados Unidos,19,False
USA20,USA,Estados Unidos,20,False
UZB01,UZB,Uzbequistão,1,False
UZB02,UZB,Uzbequistão,2,True
UZB03,UZB,Uzbequistão,3,True
UZB04,UZB,Uzbequistão,4,True
UZB05,UZB,Uzbequistão,5,False
UZB06,UZB,Uzbequistão,6,True
UZB07,UZB,Uzbequistão,7,False
UZB08,UZB,Uzbequistão,8,True
UZB09,UZB,Uzbequistão,9,False
UZB10,UZB,Uzbequistão,10,True
UZB11,UZB,Uzbequistão,11,False
UZB12,UZB,Uzbequistão,12,True
UZB13,UZB,Uzbequistão,13,False
UZB14,UZB,Uzbequistão,14,False
UZB15,UZB,Uzbequistão,15,True
UZB16,UZB,Uzbequistão,16,False
UZB17,UZB,Uzbequistão,17,True
UZB18,UZB,Uzbequistão,18,True
UZB19,UZB,Uzbequistão,19,True
UZB20,UZB,Uzbequistão,20,False
